id,artifactName,artifactName_chinese,country,relicTime,relicTime_chinese,material,material_chinese,library,library_chinese,size,size_chinese,description,description_chinese,moreUrl,imageUrl
4175,"Donnerkeil (""Vajra"")",霹雳（“金刚”）,中国,19. Jahrhundert,19世纪,Bronze,青铜,Ethnologisches Museum,民族学博物馆,"Objektmaß: 14,5 x 3,6 x 2 cm",物体尺寸：14.5 x 3.6 x 2 厘米,Der vajra („Donnerkeil“) ist das essentielle Symbol des Vajrayana und vorherrschende Attribut bei Darstellungen tibetischer Gottheiten. Er verkörpert die Unzerstörbarkeit der buddhistischen Lehre. In RItualen wird der als dynamisch-männlich geltende vajra mit der Glocke (Skr. ghanta) genutzt.,金刚杵（“雷霆”）是金刚乘的基本象征，也是西藏神灵描绘中的主要属性。他体现了佛教教义的坚不可摧。在仪式中，使用带有铃铛的金刚杵（Skr.ghanta），被认为是充满活力和阳刚的。,https://id.smb.museum/object/135672/donnerkeil-vajra,https://recherche.smb.museum/images/54/5456973_1200x1200.jpg
4176,Drei Gelehrte im Pavillon unter Weiden beim Weiqi-Spiel (Go),柳下亭下的三名文人正在下围棋,中国,20. Jahrhundert,20世纪,"Hängerolle, Tusche und Farbe auf Papier",水墨设色纸本立轴,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite: 137,3 x 40,2 cm",高度 x 宽度：54 英寸 x 16 英寸,[SM8HF],[SM8HF],https://id.smb.museum/object/2260495/drei-gelehrte-im-pavillon-unter-weiden-beim-weiqi-spiel-go,https://recherche.smb.museum/images/51/5186870_1200x1200.jpg
4177,Apothekenschrank (Oberteil links),药房柜（左上）,中国,,,Holz,木头,Ethnologisches Museum,民族学博物馆,"Objektmaß: 78 x 131 x 39 cm,Objektmaß: 245,5 x 339,5 x 39 cm (Schrankwand gesamt I D 42029-42037)",物体尺寸：78 x 131 x 39 厘米，物体尺寸：245.5 x 339.5 x 39 厘米（总柜壁 ID 42029-42037）,Teil zur Chinesischen Apotheke. Teile 2-17 Schubläden,中药房的一部分。第 2-17 部分抽屉,https://id.smb.museum/object/140688/apothekenschrank-oberteil-links,https://recherche.smb.museum/images/59/598185_1200x1200.jpg
4178,Apothekenschrank (Unterteil links),药房柜（左下）,中国,,,Holz,木头,Ethnologisches Museum,民族学博物馆,"Objektmaß: 89,5 x 131 x 39 cm,Objektmaß: 245,5 x 339,5 x 39 cm (Schrankwand gesamt I D 42029-42037)",物体尺寸：89.5 x 131 x 39 厘米，物体尺寸：245.5 x 339.5 x 39 厘米（总柜壁 ID 42029-42037）,Teil zur Chinesischen Apotheke. Teile 2-25 Schubläden,中药房的一部分。零件 2-25 抽屉,https://id.smb.museum/object/140690/apothekenschrank-unterteil-links,https://recherche.smb.museum/images/59/598186_1200x1200.jpg
4179,Teeschale in Form eines halben Pfirsichs,半桃形茶碗,中国,18. Jahrhundert Qing-Dynastie,18世纪清朝,"Steinzeug, Yixing-Ware",炻器、宜兴瓷,Museum für Asiatische Kunst,亚洲艺术博物馆,"Objektmaß: 4 x 9,9 x 8,2 cm",物体尺寸：4 x 9.9 x 8.2 厘米,"Der Henkel der  Teeschale in Form eines halben Pfirsichs wird von Zweigen gebildet, deren Blattwerk und Blüten die Gefäßwandung umfangen. Die Marke des Töpfers Wang Gongqi erscheint nahe beim Henkelansatz. Steinzeug aus Yixing wurde schon im 17. Jahrhundert in Europa bekannt. Mit den begehrten Teelieferungen aus China kam es hierher, wurde hoch geschätzt und bereits bald kopiert (Böttgersteinzeug). Die Teeschale zählt zu den chinesischen Erwerbungen des deutschen Diplomaten Max von Brandt (1835–1920), der von 1875 bis 1893 in Peking das Amt des kaiserlichen Gesandten innehatte und sich beim Aufbau deutscher Sammlungen ostasiatischer Kunst und Kultur große Verdienste erwarb. [SM8HF]",茶碗的柄呈半桃形，由树枝组成，枝叶和花朵环绕在器壁上。陶工王恭奇的标记出现在手柄底部附近。宜兴的石器早在17世纪就在欧洲闻名。它与来自中国的令人垂涎的茶叶一起来到这里，受到高度重视并很快被复制（Böttger 陶器）。该茶碗是德国外交官马克斯·冯·勃兰特（Max von Brandt，1835-1920 年）在中国的收藏品之一。勃兰特于 1875 年至 1893 年间担任驻北京钦差大臣，为德国东亚艺术和文化收藏做出了巨大贡献。 。 [SM8HF],https://id.smb.museum/object/1910735/teeschale-in-form-eines-halben-pfirsichs,https://recherche.smb.museum/images/56/5661975_1200x1200.jpg
4180,Teeschale in Form eines halben Pfirsichs,半桃形茶碗,中国,Qing-Dynastie 18. Jahrhundert,清朝18世纪,"Steinzeug, Yixing-Ware",炻器、宜兴瓷,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 5,2 x 10,8 x 8,4 cm",高 x 宽 x 深：5.2 x 10.8 x 8.4 厘米,"Der Henkel der Teeschale in Form eines halben Pfirsichs wird von Zweigen gebildet, deren Blattwerk und Blüten die Gefäßwandung umfangen. Die Partie um die Ausgusstülle ist mit aufgesprühter rötlich-brauner Farbe reizvoll akzentuiert. Die Marke des Töpfers Wang Gongqi erscheint nahe beim Henkelansatz. Steinzeug aus Yixing wurde schon im 17. Jahrhundert in Europa bekannt. Mit den begehrten Teelieferungen aus China kam es hierher, wurde hoch geschätzt und bereits bald kopiert (Böttgersteinzeug). Die Teeschale zählt zu den chinesischen Erwerbungen des deutschen Diplomaten Max von Brandt (1835–1920), der von 1875 bis 1893 in Peking das Amt des kaiserlichen Gesandten innehatte und sich beim Aufbau deutscher Sammlungen ostasiatischer Kunst und Kultur große Verdienste erwarb. [SM8HF]",茶碗的柄呈半桃形，由树枝组成，枝叶和花朵环绕在器壁上。倾倒口周围的区域喷有红棕色油漆，引人注目。陶工王恭奇的标记出现在手柄底部附近。宜兴的石器早在17世纪就在欧洲闻名。它与来自中国的令人垂涎的茶叶一起来到这里，受到高度重视并很快被复制（Böttger 陶器）。该茶碗是德国外交官马克斯·冯·勃兰特（Max von Brandt，1835-1920 年）在中国的收藏品之一。勃兰特于 1875 年至 1893 年间担任驻北京钦差大臣，为德国东亚艺术和文化收藏做出了巨大贡献。 。 [SM8HF],https://id.smb.museum/object/2049528/teeschale-in-form-eines-halben-pfirsichs,https://recherche.smb.museum/images/56/5661922_1200x1200.jpg
4181,Haarnadeln,发夹,中国,um 1890,1890年左右,Material: Metall <unbestimmt> Material: Feder (Eisvogel) Material: Seidengarn Material: Koralle Material: Wachsperlen Material: Glassteine,材质：金属<未确定> 材质：羽毛（翠鸟） 材质：丝线 材质：珊瑚 材质：蜡珠 材质：玻璃石,Ethnologisches Museum,民族学博物馆,,,"4 Haarnadeln bestehend aus ""4 Blumen"", die aus Federn des Eisvogels hergestellt wurden. Sie gehören zu den Brautgeschenken, 過礼 kuo li. Der Bräutigam nimmt vor Ausübung (?) der Hochzeit diese Blumen aus dem Haare seiner Braut heraus und legt sie an die Stelle des Brautgemachs, wo sich an diesem Tage der Glücksgeist 喜神 hsi-shen , aufhält. Die Blume gilt als Emblem der Jungfräulichkeit.",4个由翠鸟羽毛制成的“四花”组成的发夹。它们是新娘礼物之一，“过礼夸礼”。在举行（？）婚礼之前，新郎从新娘的头发上取下这些花，并将它们放在新房的地方，这一天喜神喜神居住的地方。这种花被认为是贞洁的象征。,https://id.smb.museum/object/824804/haarnadeln,https://recherche.smb.museum/images/12/1205509_1200x1200.jpg
4182,"Pflaumenblüten, Narzissen und Früchte",梅花、水仙花和水果,中国,1916,1916年,"Hängerolle, Tusche und Farben auf Papier",水墨设色纸本立轴,Museum für Asiatische Kunst,亚洲艺术博物馆,"Objektmaß: 237,5 x 75 x 4 cm (incl. Stab u. Montierung),Blattmaß: 235,0 x 67,3 cm,Bildmaß: 124,5 x 51,5 cm",物体尺寸：237.5 x 75 x 4 厘米（包括杆和底座），纸张尺寸：235.0 x 67.3 厘米，图像尺寸：124.5 x 51.5 厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1904811/pflaumenbluten-narzissen-und-fruchte,https://recherche.smb.museum/images/46/4604529_1200x1200.jpg
4183,Brautkrone (?),新娘皇冠（？）,中国,,,"Metall, Seide, Glas, Federn vom Eisvogel",金属、丝绸、玻璃、翠鸟羽毛,Ethnologisches Museum,民族学博物馆,,,Chinesischer Kopfschmuck oder Brautkrone.,中国头饰或新娘皇冠。,https://id.smb.museum/object/826179/brautkrone,https://recherche.smb.museum/images/81/810670_1200x1200.jpg
4184,Apothekenschrank (Oberteil Mitte),药房柜（上中）,中国,,,"Holz, Glas",木材、玻璃,Ethnologisches Museum,民族学博物馆,"Objektmaß: 78 x 77,5 x 39 cm,Objektmaß: 245,5 x 339,5 x 39 cm (Schrankwand gesamt I D 42029-42037)",物体尺寸：78 x 77.5 x 39 厘米，物体尺寸：245.5 x 339.5 x 39 厘米（总柜壁 ID 42029-42037）,Chinesische Apotheke.,中药房。,https://id.smb.museum/object/140691/apothekenschrank-oberteil-mitte,https://recherche.smb.museum/images/49/497123_1200x1200.jpg
4185,In Betrachtung eines Wasserfalls,看着瀑布,中国,Republik China Volksrepublik China 20. Jh.,中华民国 中华人民共和国 20世纪,"Hängerolle, Tusche und Farben auf Papier",水墨设色纸本立轴,Museum für Asiatische Kunst,亚洲艺术博物馆,"Objektmaß: 205,5 x 55,5 x 4 cm,Blattmaß: 200,5 x 46,6 cm,Bildmaß: 67 x 29,2 cm",物体尺寸：205.5 x 55.5 x 4 厘米，纸张尺寸：200.5 x 46.6 厘米，图像尺寸：67 x 29.2 厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/1904810/in-betrachtung-eines-wasserfalls,https://recherche.smb.museum/images/46/4604528_1200x1200.jpg
4186,Suppenschüssel,汤碗,中国,1988/89,88/89,"Holz; Urushi, Pigmente",木头;漆、颜料,Ethnologisches Museum,民族学博物馆,"Höhe: 16,4 cm,Durchmesser: 26 cm",高：16.4厘米，直径：26厘米,"Suppenschale mit für die Region typischer Bemalung in kräftigen Tönen (Lackmalerei auf Holz).( Siegmar Nahser, 2006).",汤碗具有该地区典型的浓重色调（木漆画）（Siegmar Nahser，2006）。,https://id.smb.museum/object/132289/suppenschussel,https://recherche.smb.museum/images/11/1161151_1200x1200.jpg
4187,Buddha Amitayus mit Avalokiteshvara und weiteren Bodhisattvas,阿弥陀佛与观世音菩萨及其他菩萨,中国,vor 1889,1889年之前,Gemälde auf textilem Bildträger mit textiler Rahmung,用纺织框架在纺织图片支撑上绘画,Ethnologisches Museum,民族学博物馆,"Bemalte Bildfläche: 85 x 54,5 cm,Bildmaß: 144 x 79,3 cm",绘画面积：85 x 54.5 厘米，图像尺寸：144 x 79.3 厘米,,,https://id.smb.museum/object/132452/buddha-amitayus-mit-avalokiteshvara-und-weiteren-bodhisattvas,https://recherche.smb.museum/images/24/2489741_1200x1200.jpg
4188,Obstschale,果盘,中国,20. Jh.,20世纪,Holz; Technik (lackiert),木头;科技（涂装）,Ethnologisches Museum,民族学博物馆,"Höhe: 16,5 cm,Durchmesser: 27,7 cm",高：16.5厘米，直径：27.7厘米,,,https://id.smb.museum/object/133682/obstschale,https://recherche.smb.museum/images/11/1161150_1200x1200.jpg
4189,Mörser mit Pistill,用研杵研钵,中国,,,Eisen; Holz,铁;木头,Ethnologisches Museum,民族学博物馆,"Höhe: a) 8,2 cm,Durchmesser: a) 11,2 cm,Allgemein: b)   cm",高度：a)8.2厘米，直径：a)11.2厘米，一般：b)厘米,"Mörser aus Eisen mit Pistill.
Pistill ist mit Holzgriff.","带杵的铁研钵。
 杵有木柄。",https://id.smb.museum/object/136428/morser-mit-pistill,https://recherche.smb.museum/images/86/865398_1200x1200.jpg
4190,Drei Mönchsköpfe,三个和尚头,中国,7. Jh.,七世纪,Farben auf Lehm,粘土上的颜色,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite x Tiefe: 45 x 27,5 x 4 cm (in Gips auf Holz),Tiefe: 15,4 cm (Objekt mit Halterung),Gewicht: ca. 16 kg",高 x 宽 x 深：45 x 27.5 x 4 厘米（木石膏），深度：15.4 厘米（带支架的物体），重量：约 16 公斤,,,https://id.smb.museum/object/1715044/drei-monchskopfe,https://recherche.smb.museum/images/45/4546678_1200x1200.jpg
4191,Kerzenständer,烛台,中国,2. Hälfte 20. Jh.,20世纪下半叶,Holz; Technik (lackiert),木头;科技（涂装）,Ethnologisches Museum,民族学博物馆,"Höhe: 28,9 cm,Durchmesser: 12,5 cm",高度：28.9 厘米，直径：12.5 厘米,,,https://id.smb.museum/object/133685/kerzenstander,https://recherche.smb.museum/images/16/1610_1200x1200.jpg
4192,Mörser mit Pistill,用研杵研钵,中国,,,Steingut,陶器,Ethnologisches Museum,民族学博物馆,"Höhe: a) 10,3 cm,Durchmesser: a) 9,9 cm,Länge: b) 8,7 cm",高度：a) 10.3 厘米，直径：a) 9.9 厘米，长度：b) 8.7 厘米,Shou/Blüte,寿/花,https://id.smb.museum/object/136438/morser-mit-pistill,https://recherche.smb.museum/images/86/865390_1200x1200.jpg
4193,"Shakyamuni, Rückseite Stupa",释迦牟尼佛塔的背面,中国,Qing (Mandschu) –Dynastie (Mitte),清（满）朝（中）,Seide; Baumwolle; Holz; Metall; Farbe,丝绸;棉布;木头;金属;颜色,Ethnologisches Museum,民族学博物馆,"Allgemein: cm,Blattmaß: 136,0 x 74,0 cm,Objektmaß: 136 x 80 x 4 cm,Gewicht: 0,6 kg",一般尺寸：厘米，纸张尺寸：136.0 x 74.0 厘米，物体尺寸：136 x 80 x 4 厘米，重量：0.6 公斤,"Ein Thangka (Rollbild) mit Darstellung des historischen Buddha. Er wird hier auf einem Lotosthron sitzend dargestellt, mit einem Heiligenschein hinter seinem Kopf und regenbogenfarbener Körper-Aureole – das weist auf das Vollbringen von Wundern, was szenisch auf diesem Rollbild dargestellt ist. Der Almosentopf (patra) in seiner linken Hand kennzeichnet den Buddha als Bettel Mönch.

Thangkas sind kultisch-religiöse Rollbilder, die im tibetischen Buddhismus Verwendung finden. Sie werden überwiegend zur Meditation oder Erläuterung der buddhistischen Lehre in Tempeln oder Hausaltären aufgehängt. Dargestellt werden Buddhas, Bodhisattvas (erbarmungsvolle Helfer), Schutzgottheiten, die 16 oder 18 Arhats (buddhistische Heilige) und verschiedene Lamas, Asketen, Pandits (religiöse Gelehrte), Szenen aus dem Leben Buddhas und/oder buddhistische Symbole wie das Mandala. SM8HF","描绘历史佛陀的唐卡（卷轴画）。他坐在莲花宝座上，头后有光环，身上有彩虹色的光环——这表明他正在行神迹，这在这幅卷轴画中被描绘得如风景如画。左手托钵 (patra) 表明佛陀是一位乞食僧人。
 
 唐卡是藏传佛教中使用的邪教卷轴画。它们主要悬挂在寺庙或家庭的佛坛上，用于冥想或解释佛教教义。描绘的是佛陀、菩萨（仁慈的帮助者）、护法神、十六或十八罗汉（佛教圣人）和各种喇嘛、苦行者、班智德（宗教学者）、佛陀生活的场景和/或佛教象征，如曼陀罗。 SM8HF",https://id.smb.museum/object/132461/shakyamuni-ruckseite-stupa,https://recherche.smb.museum/images/53/5321599_1200x1200.jpg
4194,(chin.  藥碾子 yao nian zi),(中文：药碾子 yao nian zi),中国,20. Jh.(1. Hälfte des),20世纪（上半叶）,Eisen; Holz,铁;木头,Ethnologisches Museum,民族学博物馆,"Objektmaß: a,c: 18,3 x 16 x 50 cm,Breite: b: 37,5 cm,Durchmesser: b: 25 cm,Gewicht: a,c: 4,8 kg,Gewicht: b: 2,2 kg",物体尺寸：a、c：18.3 x 16 x 50 厘米，宽度：b：37.5 厘米，直径：b：25 厘米，重量：a、c：4.8 千克，重量：b：2.2 千克,Eisenschiff auf Holzplatte mit Eisenrad  (Schneide) und Holzgriff. Zerkleinerer für pflanzliche Arzneien.,木板上的铁船，配有铁轮（切削刃）和木柄。草药切碎机。,https://id.smb.museum/object/137516/chin---%E8%97%A5%E7%A2%BE%E5%AD%90-yao-nian-zi,https://recherche.smb.museum/images/59/598276_1200x1200.jpg
4195,Baustein aus der Stadtmauer von Beijing,北京城墙的建筑石材,中国,Ming-Dynastie,明代,Stein,石头,Ethnologisches Museum,民族学博物馆,"Objektmaß: 49,5 x 21 x 10 cm",物体尺寸：49.5 x 21 x 10 厘米,"Baustein aus der Stadtmauer von Beijing (ehemals Peking), gefunden bei Ausgrabungen für die Fundamentierung der katholischen Kirche auf dem Si-che-Ku.Der Baustein&nbsp;trägt den Stempel: ""Im 18. Jahr Ch'eng-hua = 1482 in der Jahreszeit - in der Brennerei im Distrikt Lao-ling angefertigt.""",北京城墙的建筑石料，是在四车库天主教堂奠基发掘过程中发现的，建筑石料上刻有“成化十八年=1482年”的印记。当季——老岭区酒厂酿造。”,https://id.smb.museum/object/138174/baustein-aus-der-stadtmauer-von-beijing,https://recherche.smb.museum/images/58/5865318_1200x1200.jpg
4196,Vajrapani,金刚手菩萨,中国,Qing (Mandschu) –Dynastie (Mitte),清（满）朝（中）,Kupfer (feuervergoldet),铜（火镀金）,Ethnologisches Museum,民族学博物馆,"Objektmaß: 68,5 x 55 x 24,5 cm,Objektmaß: 73 x 59 x 25 cm (gesamt),Objektmaß: 4,5 x 52 x 15 cm (Sockel),Gewicht: ca. 40 kg (geschätzt)",物体尺寸：68.5 x 55 x 24.5 厘米，物体尺寸：73 x 59 x 25 厘米（总），物体尺寸：4.5 x 52 x 15 厘米（底座），重量：约 40 公斤（估计）,"Vajrapani (Skt. „der den vajra in der Hand hält“, Tib. chagna dorje) spielt im esoterischen Buddhismus Tibets (Vajrayana Buddhismus) eine zentrale Rolle. Meist wird er hier in der Gestalt eines zornigen yaksha-Dämonen dargestellt, in der auch andere Schutzgottheiten, z.B. Mahakala auftreten können. Er soll der wichtigste Empfänger, Bewahrer und Beschützer aller von Buddha Shakyamuni empfangenen tantrischen Schriften und Lehren sein. Als Hüter der tantrischen Geheimlehren wird er auch als „Herr der Geheimnisse“ bezeichnet. 
Hier ist er in seiner zornvollen Form mit zu Berge stehenden Haaren, brüllendem Mund und Flammenkranz dargestellt. Sein vajra (Donnerkeil) war ursprünglich in seiner rechten Hand, auch seine Krone und lange Schärpe sind verloren. In dieser schreckenerregenden Form beschützt Vajrapani Tempeleingänge und Altäre.

Zornvolle oder rasende Gottheiten
Gottheiten in zornvoller Erscheinung, wie Vajrapani oder Mahakala, verkörpern die Wissenskräfte. Sie sollen keine Angst verursachen, sondern dem praktizierenden Gläubigen helfen, die Hindernisse auf dem Weg zur Erleuchtung zu überwinden. Eine besondere Kategorie unter diesen Gottheiten bilden die Dharmapalas, die ""Beschützer der Lehre"", ehemalige dämonischen Feinde des Buddhismus, die von tantrischen Yogis bezwungen und als Schutzgottheiten in die Lehre des Buddhismus integriert wurden. SM8HF","金刚手菩萨（梵文：“手握金刚杵”，藏语：chagna dorje）在西藏密宗佛教（金刚乘佛教）中扮演着核心角色。他通常以愤怒的夜叉恶魔的形象出现，其中也可能出现其他护法神，如玛哈嘎拉。据说他是从释迦牟尼佛那里得到的所有密宗经典和教义的主要接受者、保存者和保护者。作为密宗密教的守护者，他也被称为“密宗”。 
 在这里，他以愤怒的形态出现，毛发竖立，嘴巴咆哮，头上戴着火焰花环。其金刚杵（雷电）原在右手，冠、长腰带也已遗失。金刚手菩萨以这种可怕的形式保护着寺庙的入口和祭坛。
 
 愤怒或愤怒的神祇
 金刚手菩萨或玛哈嘎拉等具有愤怒外表的神祇体现了知识的力量。它们并不是为了引起恐惧，而是为了帮助修行的信徒克服启蒙道路上的障碍。这些神灵中的一个特殊类别是护法神，即“教义的保护者”，他们是佛教的前恶魔敌人，后来被密宗瑜伽士击败，并作为保护神融入了佛教教义。 SM8HF",https://id.smb.museum/object/136463/vajrapani,https://recherche.smb.museum/images/37/3759905_1200x1200.jpg
