artifactName,country,relicTime,material,library,size,description,moreUrl,imageUrl
Bodhidharma (菩提達摩),中国,um 1880,Seide; Farben; Pappe,Ethnologisches Museum,"Passepartout: 28,8 x 23,8 cm","Abbildung von Bodhidharma, (jap. Daruma), der legendenumwobene Gründer des Chan bzw. Zen Buddhismus, wie er auf einem Schilfrohr den Yangtse Fluss überquert. Bodhidharma wird hier mit ""westlich-barbarischen"" Gesichtszügen gezeigt. Über der Schulter trägt er einen eisernen ""Spatenstock"" (ch`an tzu), mit dem Reisende buddhistische Mönche unterwegs herumliegende Knochen vergraben. Am Stock hängt ein einzelner Schuh, auf dem Rücken trägt er eine Meditationsmatte.",https://id.smb.museum/object/139047/bodhidharma-%E8%8F%A9%E6%8F%90%E9%81%94%E6%91%A9,https://recherche.smb.museum/images/56/5651701_1200x1200.jpg
Kaiserpalast Beijing 京城内外首善全図,中国,Qing (Mandschu) –Dynastie (Ende),"Papier, Tusche",Ethnologisches Museum,"Blattmaß: 76,0 x 56,0 cm",,https://id.smb.museum/object/144617/kaiserpalast-beijing-%E4%BA%AC%E5%9F%8E%E5%86%85%E5%A4%96%E9%A6%96%E5%96%84%E5%85%A8%E5%9B%B3,https://recherche.smb.museum/images/32/3202895_1200x1200.jpg
Balken,中国,10./11. Jh.,Farbe auf Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 15,4 x 135,3 x 10 cm,Gewicht: 7,8 kg",[SM8HF],https://id.smb.museum/object/1818259/balken,https://recherche.smb.museum/images/45/4503349_1200x1200.jpg
Bodhidharma 達摩面,中国,1923,Papier; Stoff,Ethnologisches Museum,"Objektmaß: H: 21 cm,Objektmaß: B: 15 cm",,https://id.smb.museum/object/137526/bodhidharma-%E9%81%94%E6%91%A9%E9%9D%A2,https://recherche.smb.museum/images/85/857934_1200x1200.jpg
Bodhisattva,中国,,"Lehm, bemalt, mit Resten von Vergoldung",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 45,5 x 20,5 x 16,5 cm,Höhe x Breite x Tiefe: 54,7 x 20,4 x 18,5 cm (mit Sockel),Sockel: 10 x 20 x 15 cm,Gewicht: 10,4 kg (mit Sockel)",[SM8HF],https://id.smb.museum/object/1790953/bodhisattva,https://recherche.smb.museum/images/58/5838862_1200x1200.jpg
"Bemaltes Brett mit rahmendem Schnitzwerk, u.a. sasanidische Perlenmedaillons",中国,6.-7. Jh.,"Holz, geschnitzt, mit Resten von Malschicht",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 48,5 x 11,1 x 2,4 cm,Gewicht: 0,4 kg",[SM8HF],https://id.smb.museum/object/1790955/bemaltes-brett-mit-rahmendem-schnitzwerk-u-a--sasanidische-perlenmedaillons,https://recherche.smb.museum/images/58/5842376_1200x1200.jpg
"Holzkasten mit Schiebedeckel, Reliquiar",中国,,Holzkasten mit Schiebedeckel,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 19,5 x 11,4 x 8 cm,Gewicht: 0,4 kg (mit Inhalt)",[SM8HF],https://id.smb.museum/object/1790957/holzkasten-mit-schiebedeckel-reliquiar,https://recherche.smb.museum/images/58/5845300_1200x1200.jpg
Holzfragment eines Türbogens,中国,,"Holz, mit Farbresten",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 67,2 x 16,5 x 2,8 cm,Gewicht: 0,6 kg",Dieses Holzfragment war wahrscheinlich Teil eines Türbogens und zierte einst einen heiligen Ort. Wenige Farbreste der ursprünglichen Bemalung sind erhalten geblieben.,https://id.smb.museum/object/1792210/holzfragment-eines-turbogens,https://recherche.smb.museum/images/58/5842284_1200x1200.jpg
"Yen kuang niang niang , die  Göttin der Sehkraft",中国,"Qing-Dynastie, vor 1898","Seide; Pappe, Pigmente",Ethnologisches Museum,"Bildmaß: 28,3 x 23,7 cm (im Passepartout)",,https://id.smb.museum/object/140921/yen-kuang-niang-niang--die--gottin-der-sehkraft,https://recherche.smb.museum/images/87/873937_1200x1200.jpg
Kapitell,中国,,"Holz, geschnitzt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 55,5 x 54,7 x 25 cm,Gewicht: 23,5 kg",[SM8HF],https://id.smb.museum/object/1792215/kapitell,https://recherche.smb.museum/images/58/5844147_1200x1200.jpg
Teil der Holzarchitektur aus den buddhistischen Höhlen,中国,,"Holz, geschnitzt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 22 x 15,5 x 6 cm,Gewicht: 0,5 kg",[SM8HF],https://id.smb.museum/object/1790956/teil-der-holzarchitektur-aus-den-buddhistischen-hohlen,https://recherche.smb.museum/images/58/5842910_1200x1200.jpg
"Konsolenplatte, Chin. 斗 dou",中国,10./11. Jh.,Farbe auf Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 13,6 x 22 x 22 cm,Gewicht: 1,7 kg",[SM8HF],https://id.smb.museum/object/1792219/konsolenplatte-chin--%E6%96%97-dou,https://recherche.smb.museum/images/45/4503745_1200x1200.jpg
"Zhang Tianshi  張天師 (Zhang, der ""Himmelsmeister"")",中国,um 1880,Seide; Farben; Pappe,Ethnologisches Museum,"Passepartout: 28,8 x 23,8 cm",,https://id.smb.museum/object/139039/zhang-tianshi--%E5%BC%B5%E5%A4%A9%E5%B8%AB-zhang-der-himmelsmeister,https://recherche.smb.museum/images/56/5650788_1200x1200.jpg
Eines von zwei Teilen eines Holzrahmen,中国,,"Holz, bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: c) 11 x 28,5 x 3 cm,Gewicht: 0,2 kg",[SM8HF],https://id.smb.museum/object/1792216/eines-von-zwei-teilen-eines-holzrahmen,https://recherche.smb.museum/images/58/5842915_1200x1200.jpg
"Konsolenplatte, Chin. 斗 dou",中国,10./11. Jh.,Farbe auf Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 15,8 x 161,9 x 18 cm,Gewicht: 14,4 kg",[SM8HF],https://id.smb.museum/object/1792218/konsolenplatte-chin--%E6%96%97-dou,https://recherche.smb.museum/images/45/4503239_1200x1200.jpg
rundes Objekt,中国,,"Holz, geschnitzt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 5,5 x 41 x 6 cm,Gewicht: 0,3 kg",[SM8HF],https://id.smb.museum/object/1792217/rundes-objekt,https://recherche.smb.museum/images/58/5845859_1200x1200.jpg
Teil einer Decken-Kassette?,中国,10./11. Jahrhundert,Farbe auf Holz,Museum für Asiatische Kunst,"Objektmaß: 8,2 x 86 x 9,3 cm,Gewicht: 1,5 kg",[SM8HF],https://id.smb.museum/object/1792226/teil-einer-decken-kassette,https://recherche.smb.museum/images/45/4504220_1200x1200.jpg
Abguss eines Ritters (Torso),中国,1920er Jahre,Gipsabguss mit Farbanstrich,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 39,8 x 21 x 5,5 cm (mit Kopf),Sockel: 5 x 20 x 8 cm,Gewicht: 2 kg (mit Kopf und Sockel)",[SM8HF],https://id.smb.museum/object/2459526/abguss-eines-ritters-torso,https://recherche.smb.museum/images/58/5841102_1200x1200.jpg
Friedhof bei Peking,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 17,8 x 24,3 cm,Kartonformat (Foto): 29,7 x 21,1 cm",Blick auf einen Friedhof umringt von Bäumen mit Häusern / Tempel,https://id.smb.museum/object/1495278/friedhof-bei-peking,https://recherche.smb.museum/images/29/2903674_1200x1200.jpg
"""Peking 1878""",中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 22,8 x 18,5 cm,Kartonformat (Foto): 29,7 x 21,1 cm","Tempelhäuser, Pagode im Hintergrund, Steinterasse mit einem riesiegen verzierten Steinquarder, davor eine Person stehend",https://id.smb.museum/object/1495264/peking-1878,https://recherche.smb.museum/images/29/2903669_1200x1200.jpg
"HALL OF THE CLASSICS, PEKING",中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 17,3 x 23,9 cm,Kartonformat (Foto): 20,2 x 28,1 cm","reich verzierte Brüstung um einen Kanal mit einer Person, Parkanlage mit Bäumen im Hintergrud und ien Tempel / Schrein",https://id.smb.museum/object/1495258/hall-of-the-classics-peking,https://recherche.smb.museum/images/29/2903664_1200x1200.jpg
Zwei Mongolen mit Kamel,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 20,1 x 27 cm,Kartonformat (Foto): 21,1 x 29,7 cm","Ein Kamel mit Sattel, links ein Junge rechts ein Mann mit Kopfbedeckung jeweils in traditioneller Kleidung, vor einer aufwendigen asiatischen Häuserwand.",https://id.smb.museum/object/1495211/zwei-mongolen-mit-kamel,https://recherche.smb.museum/images/29/2903639_1200x1200.jpg
Kapitell,中国,7.-8. Jh.,"Holz, geschnitzt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 20 x 30,5 x 32,5 cm,Gewicht: 6,5 kg",[SM8HF],https://id.smb.museum/object/1792459/kapitell,https://recherche.smb.museum/images/41/4108675_1200x1200.jpg
Straße in Peking,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 15 x 23,8 cm,Kartonformat (Foto): 18,9 x 29,8 cm","Chinesisches Haus, davor eine Straße mit einem Pferdekarren, links drei Menschen, rechts ein Hund",https://id.smb.museum/object/1495239/strasse-in-peking,https://recherche.smb.museum/images/29/2903660_1200x1200.jpg
Holzbalken,中国,10./11. Jh.,Farbe auf Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 15 x 92,9 x 9,2 cm,Gewicht: 5,4 kg",[SM8HF],https://id.smb.museum/object/1792451/holzbalken,https://recherche.smb.museum/images/45/4504299_1200x1200.jpg
Maultier-Sänfte,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 18,4 x 24 cm,Kartonformat (Foto): 21 x 29,8 cm","Matschige Straße entlang einer Mauer und Gebäuden. Mittig eine offene Sänfte, getragen von zwei Mauleseln, flankiert links von ca. zwei und ca. rechts von drei Personen.",https://id.smb.museum/object/1495362/maultier-sanfte,https://recherche.smb.museum/images/29/2904092_1200x1200.jpg
"""Pleasure Boat, called Flower Boats - View on the Canton River""",中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 19 x 27,2 cm",Blick auf einen befahrenen Fluß mit einem großen Holzschiff mit ca. 5 Personen sitzend am Bug. Unmittelbar dahinter sind die Masten eines Seelschiffes zu erkennen. Davor sind ca. drei kleinere Boote zu erkennen.,https://id.smb.museum/object/1495353/pleasure-boat-called-flower-boats---view-on-the-canton-river,https://recherche.smb.museum/images/29/2904083_1200x1200.jpg
Porzellanpagode im Sommerpalast,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 23,8 x 19,1 cm,Kartonformat (Foto): 29,7 x 21 cm","fragil verzierte Steinmauer, dahinter ene Tempelanlage am Hang mit Bäumen, ovaler Bildausschnitt",https://id.smb.museum/object/1495291/porzellanpagode-im-sommerpalast,https://recherche.smb.museum/images/29/2903678_1200x1200.jpg
Two Foochow. Singing Girls,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Kartonformat (Foto): 29,7 x 21,1 cm,Bildformat (Foto): 23,2 x 18,7 cm","Zwei junge Frauen am Tisch sitzend, in Gewand und mit Kopfbedeckung, je ein Zupfinstrument spielend.",https://id.smb.museum/object/1542438/two-foochow--singing-girls,https://recherche.smb.museum/images/29/2993892_1200x1200.jpg
Canton. [...] Schuhmacher,中国,Qing (Mandschu) –Dynastie (Ende),Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 23 x 18,3 cm,Kartonformat (Foto): 29,3 x 21 cm","Mann sitzend zwischen zwei geflochtenen Körben (links mit Arbeitsmaterialien, rechts mit fertiggestellten Schuhen)  bearbeitet einen Schuh. Vor ihm auf dem Boden sind fünf Schuhe aufgereiht.",https://id.smb.museum/object/1495595/canton------schuhmacher,https://recherche.smb.museum/images/29/2904704_1200x1200.jpg
Torso mit rotem dhoti,中国,1. Viertel 5. Jh.,"Lehm, bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 74 x 25 x 20 cm,Höhe x Breite x Tiefe: 81,3 x 29,5 x 17 cm (mit Sockel),Sockel: 7 x 29,5 x 17 cm,Gewicht: 25,1 kg (mit Sockel)",[SM8HF],https://id.smb.museum/object/1714936/torso-mit-rotem-dhoti,https://recherche.smb.museum/images/44/4402240_1200x1200.jpg
Brustbild des Konfuzius,中国,vor 1912 (Stein: dat. 1734),Tusche auf Papier,Ethnologisches Museum,Höhe x Breite: 162 x 109 cm,"Abreibung von einem in der Konfuzius-Geburtsstadt  Qufu  stehenden Stein aus dem Jahre 1734. ( S. Nahser, 2010)",https://id.smb.museum/object/1498230/brustbild-des-konfuzius,https://recherche.smb.museum/images/29/2917243_1200x1200.jpg
"Little Orphan, Insel im Jangtse bei K(L)iukiang",中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 21,2 x 26,3 cm,Kartonformat (Foto): 31,7 x 40,5 cm",,https://id.smb.museum/object/1619983/little-orphan-insel-im-jangtse-bei-kliukiang,https://recherche.smb.museum/images/33/3327446_1200x1200.jpg
Tiger,中国,"Qing (Mandschu) –Dynastie (Ende, vor 1878)","Textil, Glas",Ethnologisches Museum,"Länge: 41 cm,Höhe: 12 cm","Karteikarte .: ""aus hellgelbem Baumwollstoff mit aufgemalten schwarzen Streifen. Auf der Stirn rotes Zeichen [...], schwarze Glasaugen und blaue Augenbrauen.""",https://id.smb.museum/object/1575382/tiger,https://recherche.smb.museum/images/36/3699229_1200x1200.jpg
Tee und Reisanbau,中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 22,4 x 28,2 cm,Kartonformat (Foto): 32 x 40,5 cm",,https://id.smb.museum/object/1619985/tee-und-reisanbau,https://recherche.smb.museum/images/33/3327448_1200x1200.jpg
Streichbogen einer Schalenhalslaute,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/1620281/streichbogen-einer-schalenhalslaute,https://recherche.smb.museum/images/34/3493953_1200x1200.jpg
Kuli einen Bauer mit Schwein zum Markt fahrend,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 20,6 x 26,7 cm,Kartonformat (Foto): 21 x 29,9 cm","Ein Man mit Kopftuch schiebt einen Karren, auf dem ein totes Schwein festgebunden ist und ein Mann sitzt und Pfeife raucht.",https://id.smb.museum/object/1497844/kuli-einen-bauer-mit-schwein-zum-markt-fahrend,https://recherche.smb.museum/images/29/2907578_1200x1200.jpg
Kompanie (Militär),中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 20,5 x 27 cm,Kartonformat (Foto): 32 x 40,5 cm",,https://id.smb.museum/object/1620732/kompanie-militar,https://recherche.smb.museum/images/33/3333745_1200x1200.jpg
Gartentor. Canton,中国,,Präsentationsform: auf Karton,Ethnologisches Museum,"Bildformat (Foto): 18,4 x 24,4 cm,Kartonformat (Foto): 20,8 x 27,2 cm",Blick durch ein achteckförmiges gemauertes Tor auf einen Garten / eine Terasse vor einem Haus mit Bäumen und Zierpflanzen in Töpfen.,https://id.smb.museum/object/1495346/gartentor--canton,https://recherche.smb.museum/images/29/2904081_1200x1200.jpg
Reisfelder bei Kuikiang,中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 21,8 x 27,8 cm,Kartonformat (Foto): 32,8 x 38,5 cm",,https://id.smb.museum/object/1620731/reisfelder-bei-kuikiang,https://recherche.smb.museum/images/33/3333744_1200x1200.jpg
Stadtmauer und Tor von Nanjing,中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 21 x 27,2 cm,Kartonformat (Foto): 32,5 x 39 cm",,https://id.smb.museum/object/1620733/stadtmauer-und-tor-von-nanjing,https://recherche.smb.museum/images/33/3333762_1200x1200.jpg
Eingang zu einem Grab der Ming-Kaiser in Nanjing,中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 21,2 x 27 cm,Kartonformat (Foto): 32 x 40,5 cm",,https://id.smb.museum/object/1620734/eingang-zu-einem-grab-der-ming-kaiser-in-nanjing,https://recherche.smb.museum/images/33/3333746_1200x1200.jpg
Männergesellschaft beim Essen (Manzhu),中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 20,3 x 26,8 cm,Kartonformat (Foto): 32 x 40,3 cm",,https://id.smb.museum/object/1620738/mannergesellschaft-beim-essen-manzhu,https://recherche.smb.museum/images/33/3333756_1200x1200.jpg
Rikschakuili und Lastenträger,中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 27,5 x 20,8 cm,Kartonformat (Foto): 39,3 x 32,3 cm",,https://id.smb.museum/object/1620737/rikschakuili-und-lastentrager,https://recherche.smb.museum/images/33/3333748_1200x1200.jpg
Pagode in Suzhou,中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Höhe x Breite: 32 x 41,5 cm,Bildformat (Foto): 21 x 27,5 cm,Kartonformat (Foto): 32 x 41,5 cm",,https://id.smb.museum/object/1620720/pagode-in-suzhou,https://recherche.smb.museum/images/33/3333743_1200x1200.jpg
Einer von 4 Stützpfosten,中国,,"Holz, geschnitzt und bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: a) 74 x 12,8 x 13,5 cm,Gewicht: 5,6 kg",[SM8HF],https://id.smb.museum/object/1792946/einer-von-4-stutzpfosten,https://recherche.smb.museum/images/58/5844160_1200x1200.jpg
Weiblicher Kopf,中国,10. Jh.,"Lehm, bemalt",Museum für Asiatische Kunst,"Objektmaß: 30,3 x 28,5 x 18 cm,Objektmaß: 44,5 x 28,5 x 18 cm (mit Sockel),Sockel: 14 x 12 x 12 cm,Gewicht: 7 kg (mit Sockel)",[SM8HF],https://id.smb.museum/object/1714986/weiblicher-kopf,https://recherche.smb.museum/images/42/4206715_1200x1200.jpg
"Konsolenplatte, Chin. 斗 dou",中国,10.-11. Jh.,"Holz, bemalt mit chinesischem Blumendekor",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 7,8 x 25 x 24 cm,Gewicht: 1,5 kg",[SM8HF],https://id.smb.museum/object/1792936/konsolenplatte-chin--%E6%96%97-dou,https://recherche.smb.museum/images/58/5845312_1200x1200.jpg
Balken,中国,,"Holz, bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 66 x 14,5 x 6 cm,Gewicht: 1,8 kg",[SM8HF],https://id.smb.museum/object/1792938/balken,https://recherche.smb.museum/images/41/4115975_1200x1200.jpg
Türbogen,中国,,"Holz, geschnitzt und bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 60 x 10,4 x 4 cm,Gewicht: 0,4 kg",[SM8HF],https://id.smb.museum/object/1792952/turbogen,https://recherche.smb.museum/images/58/5842912_1200x1200.jpg
Votivstupa,中国,,Holz mit Farbresten,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 18,5 x 11,6 x 7,3 cm,Gewicht: 0,26 kg",[SM8HF],https://id.smb.museum/object/1792945/votivstupa,https://recherche.smb.museum/images/58/5842152_1200x1200.jpg
Teil eines Kapitell,中国,,Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 17 x 82 x 18 cm (nur a),Gewicht: 11,1 kg",[SM8HF],https://id.smb.museum/object/1792947/teil-eines-kapitell,https://recherche.smb.museum/images/46/4678604_1200x1200.jpg
Weg zu den Ming-Gräbern Nanjing,中国,um 1900,"Positiv, SW auf Karton",Ethnologisches Museum,"Bildformat (Foto): 21,2 x 27 cm,Kartonformat (Foto): 32 x 40,5 cm",,https://id.smb.museum/object/1620735/weg-zu-den-ming-grabern-nanjing,https://recherche.smb.museum/images/33/3333755_1200x1200.jpg
"Konsole, Kragholz",中国,,"Holz, geschnitzt, mit Spuren von Bemalung",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 10,7 x 41 x 11 cm",[SM8HF],https://id.smb.museum/object/1792975/konsole-kragholz,https://recherche.smb.museum/images/58/5844143_1200x1200.jpg
Türschloss,中国,,Holz,Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 8 x 18 x 13,5 cm,Gewicht: 0,5 kg",[SM8HF],https://id.smb.museum/object/1792983/turschloss,https://recherche.smb.museum/images/46/4679630_1200x1200.jpg
Typ Jue 爵,中国,"Qing (Mandschu) –Dynastie (Ende), vor 1890","Porzellan, weiß glasiert (Typ/Technik: 德化窯 Dehua yao)",Ethnologisches Museum,"Objektmaß: 11 x 11,5 x 5 cm","Becher mit milchweisser Glasur. Die Grundformgeht  die sogenannten  爵Jue-(Opferwein-) Gefässe des chinesischen Altertums zurück, die jedoch aus Bronzen bestehen.",https://id.smb.museum/object/1793102/typ-jue-%E7%88%B5,https://recherche.smb.museum/images/42/4209965_1200x1200.jpg
槍尖 Qiang jian,中国,Han-Dynastie (?),Bronze mit Goldeinlagen,Ethnologisches Museum,"Länge x Breite: 28,2 x 3,8 cm,Gewicht: 221 g",,https://id.smb.museum/object/1682173/%E6%A7%8D%E5%B0%96-qiang-jian,https://recherche.smb.museum/images/35/3585035_1200x1200.jpg
Stützbalken,中国,,"Holz, mit Spuren von Bemalung",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 17 x 45 x 12,5 cm,Gewicht: 1,9 kg",[SM8HF],https://id.smb.museum/object/1792972/stutzbalken,https://recherche.smb.museum/images/46/4649370_1200x1200.jpg
"Konsolenplatte, Chin. 斗 dou",中国,10.-11. Jh.,"Holz, bemalt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 10,8 x 17,2 x 16,2 cm,Gewicht: 0,8 kg",[SM8HF],https://id.smb.museum/object/1792977/konsolenplatte-chin--%E6%96%97-dou,https://recherche.smb.museum/images/58/5845297_1200x1200.jpg
