id,artifactName,artifactName_Chinese,country,relicTime,relicTime_chinese,material,material_Chinese,library,library_Chinese,size,size_Chinese,description,description_Chinese,moreUrl,imageUrl,order_time
2702,Zwei Männer bei der Begrüßung,两个男人向我们打招呼,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 15,7 x 21 cm",高度 x 宽度：15.7 x 21 厘米,,,https://id.smb.museum/object/584533/zwei-manner-bei-der-begrussung,https://recherche.smb.museum/images/64/6468262_1200x1200.jpg,
2703,Klappern,嘎嘎作响,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 16,5 x 24 cm",高度 x 宽度：16.5 x 24 厘米,,,https://id.smb.museum/object/584539/klappern,https://recherche.smb.museum/images/64/6472300_1200x1200.jpg,
2704,Amazone,亚马逊,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,Höhe x Breite: 23 x 16 cm,高度 x 宽度：23 x 16 厘米,,,https://id.smb.museum/object/584581/amazone,https://recherche.smb.museum/images/64/6468263_1200x1200.jpg,
2705,Bei erfürchtigem Begrüßen Koutou machen,遇到可怕的问候如何做,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 13,7 x 23 cm",高度 x 宽度：13.7 x 23 厘米,,,https://id.smb.museum/object/584441/bei-erfurchtigem-begrussen-koutou-machen,https://recherche.smb.museum/images/64/6468261_1200x1200.jpg,
2706,Ölkessel - eine der Höllenstrafen,油锅炉——地狱的惩罚之一,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 14,7 x 10,5 cm",高度 x 宽度：14.7 x 10.5 厘米,,,https://id.smb.museum/object/584582/olkessel---eine-der-hollenstrafen,https://recherche.smb.museum/images/64/6468265_1200x1200.jpg,
2707,Ein hoher Beamter der Qing-Dynastie,清朝高官,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,9 x 18,1 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33,2 x 20,3 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,1 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.9 x 18.1 厘米（Araliamark 彩绘纸），高度 x 宽度：33.2 x 20.3 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.1 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584631/ein-hoher-beamter-der-qing-dynastie,https://recherche.smb.museum/images/64/6467919_1200x1200.jpg,
2708,Der Kaiser mit einem Hofbeamten,皇帝与朝廷官员,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,9 x 18,7 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33,3 x 21 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,1 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.9 x 18.7 厘米（Araliamark 彩绘纸），高度 x 宽度：33.3 x 21 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.1 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584644/der-kaiser-mit-einem-hofbeamten,https://recherche.smb.museum/images/64/6467914_1200x1200.jpg,
2709,"Ein Gerichtsdiener, zwei Sträflinge, Frau und Kind eines Sträflings",一名法警、两名囚犯、一名囚犯的妻子和孩子,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 18,3 x 30,6 cm,Passepartout: 29 x 38 cm",高 x 宽：18.3 x 30.6 厘米，路路通：29 x 38 厘米,,,https://id.smb.museum/object/584648/ein-gerichtsdiener-zwei-straflinge-frau-und-kind-eines-straflings,https://recherche.smb.museum/images/64/6468159_1200x1200.jpg,
2710,Frau mit einem Träger,有搬运工的女人,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe",马克纸（宣纸）、水彩,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 12,5 x 23 cm",高度 x 宽度：12.5 x 23 厘米,,,https://id.smb.museum/object/584536/frau-mit-einem-trager,https://recherche.smb.museum/images/64/6468226_1200x1200.jpg,
2711,Zwei Frauen beim Schachspielen,两个女人下棋,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,7 x 18,5 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33 x 20,7 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,1 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.7 x 18.5 厘米（Araliamark 彩绘纸），高度 x 宽度：33 x 20.7 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.1 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584619/zwei-frauen-beim-schachspielen,https://recherche.smb.museum/images/64/6467915_1200x1200.jpg,
2712,Eine Kaiserin mit einer Hofdame,皇后与侍女,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,3 x 17,9 cm (bemaltes Araliamark-Papier),Höhe x Breite: 32,6 x 20,3 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,1 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.3 x 17.9 厘米（Araliamark 彩绘纸），高度 x 宽度：32.6 x 20.3 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.1 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584621/eine-kaiserin-mit-einer-hofdame,https://recherche.smb.museum/images/64/6467917_1200x1200.jpg,
2713,Ein chinesischer Zivilbeamter mit seinem Sohn,一名中国公务员和他的儿子,中国,19. Jahrhundert,19世纪,"Markpapier (Reispapier), Wasserfarbe, blaues 
Textilband, kaschiert auf Papier",马克纸（宣纸）、水彩、蓝色丝带、层压纸,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: min. 30,8 x 18,7 cm (bemaltes Araliamark-Papier),Höhe x Breite: 33 x 20,8 cm (blaues Textilband),Höhe x Breite: 36,4 x 25,1 cm (Hinterlegungspapier),Passepartout: 53 x 39 cm",高度 x 宽度：最小 30.8 x 18.7 厘米（Araliamark 彩绘纸），高度 x 宽度：33 x 20.8 厘米（蓝色丝带），高度 x 宽度：36.4 x 25.1 厘米（衬纸），路路通：53 x 39 厘米,,,https://id.smb.museum/object/584620/ein-chinesischer-zivilbeamter-mit-seinem-sohn,https://recherche.smb.museum/images/64/6467916_1200x1200.jpg,
2714,Donnerkeil,霹雳,中国,19. Jahrhundert,19世纪,Bronze,青铜,Ethnologisches Museum,民族学博物馆,"Objektmaß: 14,5 x 3,6 x 2 cm",物体尺寸：14.5 x 3.6 x 2 厘米,Der vajra („Donnerkeil“) ist das essentielle Symbol des Vajrayana und vorherrschende Attribut bei Darstellungen tibetischer Gottheiten. Er verkörpert die Unzerstörbarkeit der buddhistischen Lehre. In RItualen wird der als dynamisch-männlich geltende vajra mit der Glocke (Skr. ghanta) genutzt.,金刚杵（“雷霆”）是金刚乘的基本象征，也是西藏神灵描绘中的主要属性。他体现了佛教教义的坚不可摧。在仪式中，使用带有铃铛的金刚杵（Skr.ghanta），被认为是充满活力和阳刚的。,https://id.smb.museum/object/135672/donnerkeil-vajra,https://recherche.smb.museum/images/54/5456973_1200x1200.jpg,
2715,Rangabzeichen,军衔徽章,中国,19. Jahrhundert,19世纪,"Stoff; Goldfäden, Seiden - kesi",材料;金线、丝绸 - 缂丝,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 28,7 x 30,2 cm",高度 x 宽度：28.7 x 30.2 厘米,,,https://id.smb.museum/object/134064/rangabzeichen,https://recherche.smb.museum/images/48/4832994_1200x1200.jpg,
2717,Rangabzeichen,军衔徽章,中国,19. Jahrhundert,19世纪,Baumwolle; Gewebe (Brokat),棉布;布料（锦缎）,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 28,5 x 27 cm",高度 x 宽度：28.5 x 27 厘米,,,https://id.smb.museum/object/141514/rangabzeichen,https://recherche.smb.museum/images/48/4832999_1200x1200.jpg,
2718,Rangabzeichen,军衔徽章,中国,19. Jahrhundert,19世纪,Baumwolle; Gewebe (Brokat),棉布;布料（锦缎）,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 26,5 x 28,5 cm",高度 x 宽度：26.5 x 28.5 厘米,,,https://id.smb.museum/object/141515/rangabzeichen,https://recherche.smb.museum/images/48/4833000_1200x1200.jpg,
2719,Rikscha (Spielzeug),人力车（玩具）,中国,19. Jahrhundert,19世纪,Holz,木头,Ethnologisches Museum,民族学博物馆,"Objektmaß: 9 x 4,5 x 14 cm",物体尺寸：9 x 4.5 x 14 厘米,"Modell einer Rikscha mit Kuli und Fahrgast, geschnitzt aus Buchsbaumholz. Die Räder sind beweglich. Die Zugstangen der Riskha sind an den Händen des Kulis befestigt. In der Riksha sitzt eine Frau. Die einzelnen Teile der Riksha und die Personen wurden jeweils einzeln hergestellt und zusammengesetzt.  In den Provinzen Jiangsu und Fujian wird Buchsbaumholz traditionell für kleinere Schnitzereien genutzt, die alltägliche Dinge darstellen.",用黄杨木雕刻而成的人力车模型，上面有苦力和乘客。轮子是可移动的。 Riskha 的拉杆固定在苦力的手上。人力车上坐着一个女人。黄包车和人的各个部件都是单独制造和组装的。在江苏和福建省，黄杨木传统上用于描绘日常物品的小雕刻。,https://id.smb.museum/object/2451582/rikscha-spielzeug,https://recherche.smb.museum/images/57/5733135_1200x1200.jpg,
2720,Drachenkönig,龙王,中国,19. Jahrhundert,19世纪,"Holz, Urushi, Pigmente, Haar; Gold",木材、漆、颜料、头发；金子,Ethnologisches Museum,民族学博物馆,"Objektmaß: 22,5 x 11 x 8,2 cm,Gewicht: 588 g",物体尺寸：22.5 x 11 x 8.2 厘米，重量：588 克,,,https://id.smb.museum/object/1025912/drachenkonig-longwang-%E9%BE%8D%E7%8E%8B,https://recherche.smb.museum/images/23/2357827_1200x1200.jpg,
2721,tschilim,奇林,中国,19. Jahrhundert,19世纪,Horn; Ton,喇叭;体积,Ethnologisches Museum,民族学博物馆,"Länge x Breite x Tiefe: (gesamt) 50 x 20 x 5 cm,Gewicht: (gesamt) 0,62 kg",长x宽x深：（总计）50 x 20 x 5 cm，重量：（总计）0.62 kg,,,https://id.smb.museum/object/192902/tschilim,https://recherche.smb.museum/images/74/7451833_1200x1200.jpg,
2722,Chörtenmodell,佛塔模型,中国,19. Jahrhundert,19世纪,"Kupfer, vergoldet",铜，镀金,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 35 cm,Objektmaß: Basis: 20 x 20 cm",物体尺寸：高：35 厘米，物体尺寸：底座：20 x 20 厘米,"Ein Stupa ist ein Kultbau/Erinnerungsort in Form eines monumentalen Grabhügels. Er bildet symbolisch den buddhistischen Weltaufbau ab. Der abgestufte Unterbau repräsentiert die Erde, der kuppelförmige Teil das Himmelsgewölbe mit den kosmischen Sphären. Ein solcher Votiv-Stupa kann Überreste eines buddhistischen Lehrmeisters enthalten, aber auch heilige Texte, Kultfiguren oder Heilkräuter. Er ist ein Objekt der Verehrung und soll Gläubigen Schutz und Segen spenden. Bei diesem Exemplar/Modell sind Schutzformeln eingraviert.",佛塔是一种崇拜建筑/纪念场所，以纪念性坟墓的形式出现。它象征性地描绘了佛教世界的结构。阶梯状的下部结构代表地球，圆顶形部分代表天穹和宇宙球体。这样的还愿塔可以容纳佛教老师的遗骸，也可以容纳神圣的文本、崇拜人物或草药。它是人们崇拜的对象，据说可以为信徒提供保护和祝福。该示例/模型上刻有保护公式。,https://id.smb.museum/object/147962/chortenmodell,https://recherche.smb.museum/images/59/5944162-xl_1200x1200.jpg,
2723,Rangabzeichen,军衔徽章,中国,19. Jahrhundert,19世纪,"Stickerei; Seide, Gold- und Silberfäden",刺绣;丝、金、银线,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 30,5 x 29,5 cm",高度 x 宽度：30.5 x 29.5 厘米,,,https://id.smb.museum/object/146854/rangabzeichen,https://recherche.smb.museum/images/44/4475957_1200x1200.jpg,
2724,Rangabzeichen,军衔徽章,中国,19. Jahrhundert,19世纪,"Stickerei; Seide, Gold- und Silberfäden",刺绣;丝、金、银线,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 31,3 x 30,5 cm",高度 x 宽度：31.3 x 30.5 厘米,,,https://id.smb.museum/object/134065/rangabzeichen,https://recherche.smb.museum/images/44/4485038_1200x1200.jpg,
2725,Bodhisattva Manjusri,文殊菩萨,中国,19. Jahrhundert,19世纪,Malerei in Seide gerahmt,丝绸框画,Ethnologisches Museum,民族学博物馆,"Höhe x Breite: 67 x 38 cm Außenmaß,Bildmaß: 31,5 x 22,5 cm",高 x 宽：67 x 38 厘米外部尺寸，图像尺寸：31.5 x 22.5 厘米,,,https://id.smb.museum/object/138832/bodhisattva-manjusri,https://recherche.smb.museum/images/32/3218144_1200x1200.jpg,
2726,Knüpfteppich,打结地毯,中国,19. Jahrhundert Datierung engl.: 19th century,19世纪,"Kette: Baumwolle; Schuss: Baumwolle; Knoten: Seide, asymmetrisch, V 21, B 33 pro 10 cm, broschiert: Metall",经纱：棉；纬纱：棉；结：丝绸，不对称，每 10 厘米 V 21，W 33，锦缎：金属,Museum für Islamische Kunst,伊斯兰艺术博物馆,"Höhe: 566 cm,Breite: 121 cm",高度：566 厘米，宽度：121 厘米,"Gut erhaltener Reihennischen-Teppich, ein sogenannter Kaschgar. Der in Metallbroschierung ausgeführte Grund weist eine grau-grünliche Farbe auf. Acht aneinander gereihte, geradlinige Nischen, mit stilisierten Blütenstauden gefüllt, sind zu erkennen. Die Nischenkonturen sind hellblau und mit roten Blütenranken verziert. Die Zwickel sind mit halben, stilisierten Kelchblütensternen versehen. Die Bordüre weist auf rotem Grund eine stilisierte Blütenranke auf. 
Normalerweise dienen Reihennischen-Teppiche dem Gebet, wobei die grobe Metallbroschierung das Knien unkomfortabel macht, so dass es möglich erscheint, dass dieser Teppich eher als Wandverkleidung diente.
Kaschgar-Teppiche sind nach der Stadt Kaschgar (Kaxgar) im Westen Chinas benannt, wo sie wohl hergestellt wurden. Die Stadt war ein wichtiger Knotenpunkt auf der Seidenstraße, deren Bewohner hauptsächlich Muslime sind (Uiguren).","保存完好的排龛地毯，即所谓喀什。金属织锦背景呈灰绿色。可以看到一个接一个排列的八个线性壁龛，里面充满了风格化的开花灌木。壁龛轮廓为浅蓝色，饰有红色花卷须。角撑板装饰有半个风格化的花萼花星。边框在红色背景上有一个程式化的花卷须。 
 通常，排龛地毯用于祈祷，尽管粗糙的金属织锦让跪着不舒服，所以这种地毯可能更多地用作墙面覆盖物。
 喀什地毯以中国西部的喀什市命名，它们可能是在哪里制造的。该市是丝绸之路上的重要枢纽，居民以穆斯林（维吾尔族）为主。",https://id.smb.museum/object/2009955/knupfteppich-teppich,https://recherche.smb.museum/images/52/5250829_1200x1200.jpg,
2727,Knüpfteppich,打结地毯,中国,19. Jahrhundert Datierung engl.: 19th century,19世纪,"Kette: Baumwolle; Schuss: Baumwolle, Wolle; Knoten: Baumwolle, asymmetrisch, V 16, H 32 pro 10 cm",经纱：棉；纬纱：棉、毛；结：棉质，不对称，每 10 厘米 V 16，H 32,Museum für Islamische Kunst,伊斯兰艺术博物馆,"Höhe: 174 cm,Breite: 93 cm",高度：174 厘米，宽度：93 厘米,Vollständig erhaltener Knüpfteppich. Auf hellem Grund sind kreuzförmig angeordnete Blüten- und Passformen mit Gabelblättern zu erkennen. Die Komposition ist von einem blauen mäanderähnlichen Muster umrahmt.,保存完整的打结地毯。在浅色背景上，可以看到十字形的花朵和分叉的叶子。该构图由蓝色蜿蜒图案构成。,https://id.smb.museum/object/1936810/knupfteppich-teppich,https://recherche.smb.museum/images/52/5251241_1200x1200.jpg,
2728,Shen wei 神位,神位,中国,"19. Jahrhundert, 1850er Jahre",19世纪,Tanne-Holz,杉木,Ethnologisches Museum,民族学博物馆,"Objektmaß: 32 x 13,6 x 7 cm",物体尺寸：32 x 13.6 x 7 厘米,"Seelentafel einfacher Art, hier für einen verstorbenen Vater. Der Verstorbene hieß Chen, mit Vornamen Qingshi. Er war ein normaler Bürger, der im Jahre 1796 geboren wurde und 1851 in der Stadt Xiamen (Amoy) in der heutigen Provinz Fujian gestorben war. Seine Söhne Chen Cai und Chen Neng sind als Stifter der Tafel genannt. (M. Schwedes, 2006). 
Die Tafel b) für die verstorbene Mutter ist Kriegsverlust.","简单类型的灵魂牌位，这里是为已故的父亲准备的。死者姓陈，名庆石。他是一位普通公民，出生于 1796 年，卒于 1851 年，出生于厦门市（今福建省）。其子陈才、陈能为匾额创始人。 （M.施韦德斯，2006）。 
 平板电脑 b) 对于已故的母亲来说是战争损失。",https://id.smb.museum/object/147307/shen-wei-%E7%A5%9E%E4%BD%8D,https://recherche.smb.museum/images/49/496630_1200x1200.jpg,
2729,Laozi auf einem Büffel reitend,老子骑水牛,中国,19. Jh.,19世纪,Bronze,青铜,Ethnologisches Museum,民族学博物馆,"Objektmaß: 40 x 31,5 x 16 cm,Gewicht: 4,8 kg",物体尺寸：40 x 31.5 x 16 厘米，重量：4.8 公斤,"Laotse, aus Bronze, zweiteilig. Bärtiger Greis mit überhöhtem Kopf, sitzt mit aufgestütztem rechten Bein quer auf einem schreitendenden Wasserbüffel. In der Rechten hält er eine Schriftrolle. Figur und Büffel sind hohl, die Figur ist abnehmbar. Der Büffel ist auf einen ovalen Bronzeuntersatz montiert",老子，由青铜制成，两部分。胡须老人昂首挺胸，右腿横撑在一头行走的水牛上。他的右手拿着一个卷轴。人物和水牛都是空心的，人物是可拆卸的。水牛安装在椭圆形青铜底座上,https://id.smb.museum/object/146950/laozi-auf-einem-buffel-reitend,https://recherche.smb.museum/images/49/498228_1200x1200.jpg,
2730,Shouxing,寿星,中国,19. Jh.,19世纪,Bronze,青铜,Ethnologisches Museum,民族学博物馆,"Objektmaß: H: 33,5 cm, L: 32 cm, B: 10 cm",物体尺寸：高：33.5 厘米，长：32 厘米，宽：10 厘米,"""Gott des Langen Lebens"". Bärtiger Mann mit überhöhtem Kopf in weitem gegürtetem Gewand, hält in der Rechten eine Schriftrolle. Die Linke hielt einen Altersstab, welcher fehlt. Er sitzt quer auf einem trabenden Hirsch, der im Maul einen Pfirsichzweig mit Früchten, Blüten und Blättern hält. Ein gleicher Zweig liegt über der Kruppe.",“长寿之神”。留着胡须的男人抬起头，身穿宽腰带长袍，右手拿着卷轴。左边有一个年龄栏，但现在不见了。他侧坐在一头小鹿上，小鹿嘴里叼着一根桃枝，上面衔着果子、花和叶。臀部上方也有一个类似的分支。,https://id.smb.museum/object/146951/shouxing,https://recherche.smb.museum/images/49/496868_1200x1200.jpg,
