artifactName,artifactName1,country,material,material1,library,library1,size,size1,description,description1,moreUrl,imageUrl
Medizinbuddha,药师佛,中国,Bronze; Messing / Messingergänzungen,青铜黄铜和黄铜补充剂,Ethnologisches Museum,民族博物馆,"Objektmaß: 46,5 x 34 x 25 cm,Gewicht: ca. 10 kg",物体尺寸：46.5 x 34 x 25 cm，重量：约10 kg,"Der in Diamanthaltung sitzende Buddha hält vor sich in der Linken einen Mörser mit drei Myrobalame-Früchten; in der Rechten mit der Geste der Gabengewährung eine weitere, dem Betrachter zugewandt. Die Figur geht auf den historischen Buddha ´Sakyamuni zurück und trägt deshalb wesentliche Merkmale von Buddha-Darstelllungen, wie ein in Indien im 6. Jh. verbreitetes Gewand. Der elegant geschmeidge Faltenwurf des Obergewandes mit ziselierten Bordüren, die langgestreckten Finger sowie die ornamentale Gestaltung des Lotosblütenthrones lassen stilistisch auf eine Gußform der mittleren Qing-Zeit schließen.(Siegmar Nahser, 1989)",坐在菱形位置的佛在他面前的左边拿着一个研钵，里面有三个月桂果；在右边，用给予的手势，另一个，面对观众。这尊佛像可以追溯到历史上的释迦牟尼，因此具有佛像的基本特征，例如6年在印度的佛像。c普通服装。上袍饰边的褶裥设计，细长的手指和莲花宝座的装饰设计，在风格上暗示着清代中期的铸造形式。（Siegmar Nahser，1989）,https://id.smb.museum/object/137752/medizinbuddha,https://recherche.smb.museum/images/94/943035_1200x1200.jpg
Die Schlacht von Dawujing (Schlachtenbild),大武井之战（战斗图）,中国,"Roter, braun-gelber, olivfarbener und blauer Schnitzlack, Holz und vergoldete Bronze mit Elfenbein und Stein",红色、棕黄色、橄榄色和蓝色雕刻清漆，木材和镀金青铜，象牙和石头,Museum für Asiatische Kunst,亚洲艺术博物馆,Höhe x Breite: 72 x 108 cm,高x宽：72 x 108厘米,,,https://id.smb.museum/object/2424284/die-schlacht-von-dawujing-schlachtenbild,https://recherche.smb.museum/images/57/5702996_1200x1200.jpg
Deckeldose in Chrysanthemenblüten-Form,菊花形盖盒,中国,Rot- und Schwarzlack,红色和黑色油漆,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Durchmesser: 9,5 x 14,7 cm (Öffnung),Durchmesser: 9,9 cm (Boden)",高x直径：9.5 x 14.7厘米（开口），直径：9.9厘米（底部）,,,https://id.smb.museum/object/1911263/deckeldose-in-chrysanthemenbluten-form,https://recherche.smb.museum/images/47/4773444_1200x1200.jpg
"Porträt des Kriegsministers Arigun (gest. 1770, chin. Aligun)",战争部长阿里贡肖像（1770年手势，中国阿里贡）,中国,"Fragment einer Querrolle, Tusche und Farbe auf Papier",一个十字辊的碎片，纸上的墨水和油漆,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 30 cm,物体尺寸：30厘米,,,https://id.smb.museum/object/1908953/portrat-des-kriegsministers-arigun-gest--1770-chin--aligun,https://recherche.smb.museum/images/45/4543114_1200x1200.jpg
Fragment (Textilien),片段（Textilien）,中国,"Seide, Damast, gewebt",丝绸、锦缎、编织,Museum für Islamische Kunst,伊斯兰艺术博物馆,"Länge: 30,5 cm,Breite: 23 cm",长：30.5厘米，宽：23厘米,"Rechteckiges Fragment mit einer Originalkante. Das Muster zeigt reihenweise versetzte Medaillons mit wolkigem Rand und chinesischen Schriftzeichen im Innern. Dreifache Wellenlinien mit angesetzten Wolkenformen verbinden die Medaillons, bilden dabei ovale Felder und laufen wolkenförmig aus. In den ovalen Feldern erscheint ein geflammtes Motiv. Dieses wie auch die Schriftzeichen stellen glückverheißende und wunscherfüllende Symbole dar. 
Es handelt sich um einen Grabfund.",具有原始边的矩形碎片。图案显示了一排排偏移的奖章，边框多云，里面有汉字。三条波浪线与附加的云状物连接在一起，形成椭圆形区域，并以云状物结束。椭圆形的田野上出现了火焰图案。这以及字符代表了吉祥和愿望实现的象征。,https://id.smb.museum/object/2031470/fragment-textilien,https://recherche.smb.museum/images/54/5418940_1200x1200.jpg
Orchideen,兰花,中国,"Fächerblatt, Tusche und Farbe auf Goldpapier",扇片，金纸上的墨水和油漆,Museum für Asiatische Kunst,亚洲艺术博物馆,"Bildmaß: 17,3 x 52,9 cm (laut Karteikarte),Blattmaß: 33,5 x 60,7 cm",图片尺寸：17.3 x 52.9厘米（根据索引卡），纸张尺寸：33.5 x 60.7厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/2026143/orchideen,https://recherche.smb.museum/images/49/4986036_1200x1200.jpg
Bambus und Felsen,竹子和石头,中国,"Hängerolle, Tusche auf Papier",挂卷，纸上有墨水,Museum für Asiatische Kunst,亚洲艺术博物馆,"Bildmaß: 170 x 79 cm,Objektmaß: 286 x 100,8 cm,Objektmaß: 290 x 112 cm (mit Aufhängung und Knäufen),Kistenmaß: 11,5 x 8,8 x 117,5 cm","图片尺寸：170 x 79厘米，物体尺寸：286 x 100,8厘米，物体大小：290 x 112厘米（带悬挂和旋钮），盒子尺寸：11,5 x 8,8 x 117,5厘米",,,https://id.smb.museum/object/1920640/bambus-und-felsen,https://recherche.smb.museum/images/46/4604846_1200x1200.jpg
Geister- und Götterbild,鬼神形象,中国,"blau gefärbtes Textil, mit Gold-, Silber- und Fellapplikation",蓝色染色纺织品，具有金、银和毛皮应用,Ethnologisches Museum,民族博物馆,"Blattmaß: 24,5 x 43,5 cm",床单尺寸：24.5 x 43.5厘米,,,https://id.smb.museum/object/1066873/geister--und-gotterbild,https://recherche.smb.museum/images/25/2595836_1200x1200.jpg
Fragment (Schale),片段（比例）,中国,"Irdenware, geritzt unter transparenter grünlicher Glasur",泥土，在透明的绿色釉下雕刻,Museum für Islamische Kunst,伊斯兰艺术博物馆,"Höhe: 5,3 cm,Breite: 9,8 cm,Durchmesser: 8,5 cm Fuß",高：5.3厘米，宽：9.8厘米，直径：8.5厘米英尺,"Etwa zur Hälfte erhaltene kleine Schale mit einer steilen, leicht ausgestellten Wandung und einem hohen Standring, die innen und außen mit dünner grünlicher Glasur bedeckt ist. In der Mitte des Spiegels ist ein Fisch eingeritzt, wohl ein Karpfen. Außen ist die Wandung mit einigen vertikalen Rippen versehen und auf dem Rand eingekerbt. 
Das Fragment gehört zu einer großen Gruppe von importierten chinesischen Gefäßen, die in Samarra gefunden wurden.",大约保存了一半的小碗，有一个陡峭的、略微张开的壁和一个高高的圆环，内外都覆盖着薄薄的绿色釉。镜子中间是一条鱼，可能是鲤鱼。在外侧，壁上设有一些垂直肋，并在边缘上形成缺口。,https://id.smb.museum/object/1529676/fragment-schale,https://recherche.smb.museum/images/51/5163016_1200x1200.jpg
Kugelschreiber,圆珠笔,中国,Plastik,塑料,Ethnologisches Museum,民族博物馆,"Länge: 14,3 cm",长度：14.3厘米,Plastikkugelschreiber mit Akupunkturnadeln.,带针灸针的塑料圆珠笔。,https://id.smb.museum/object/137368/kugelschreiber,https://recherche.smb.museum/images/59/598522_1200x1200.jpg
Prost! Come Celebrate Oktoberfest.,普罗斯特！来庆祝啤酒节吧。,中国,"Papier, farbig bedruckt",纸张，彩色印刷,Museum Europäischer Kulturen,欧洲文化博物馆,Höhe x Breite: 28 x 40 cm,高x宽：28 x 40厘米,"Farbig bedrucktes Plakat im Querformat in englischer Sprache, abgebildet sind verschiedene Biersorten (Erdinger/ Holsten) und Preise. Zusätzliche Informationen zur Tradition, zum Bier, zum Essen und zur Musik. Plakat oben mit Signet ""Cafe Deco Group"", unten ""berliner/ German Bar & Restaurant"".",彩色印刷的英文横向海报，展示了不同类型的啤酒（Erdinger/Holsten）和价格。关于传统、啤酒、食物和音乐的更多信息。海报上方印有“Cafe Deco Group”，下方为“berliner/德国酒吧和餐厅”。,https://id.smb.museum/object/1939611/prost-come-celebrate-oktoberfest,https://recherche.smb.museum/images/46/4696557_1200x1200.jpg
"Li  Bencao gangmu  本立堂    本草綱目, Heft 3",Li Bencao gangmu本立堂本草纲目，Heft 3,中国,"Papier, Tusche",纸张、垃圾,Ethnologisches Museum,民族博物馆,"Höhe x Breite: 25 x 15,5 cm,Breite: aufgeschlagen: 31,5 cm,Gewicht: 75 g",高x宽：25 x 15.5厘米，宽：开口：31.5厘米，重量：75克,"Publ. im Ausstellungskatalog: Le Voi du Dao, Paris 2010",Publ。在展览目录中：Le Voi du Dao，巴黎，2010,https://id.smb.museum/object/1436374/li--bencao-gangmu--%E6%9C%AC%E7%AB%8B%E5%A0%82----%E6%9C%AC%E8%8D%89%E7%B6%B1%E7%9B%AE-heft-3,https://recherche.smb.museum/images/27/2720931_1200x1200.jpg
Höllengeld (Brandopfergabe),地狱的钱（燔祭）,中国,"Papier, Pigmente",纸、颜料,Ethnologisches Museum,民族博物馆,"Höhe x Breite: 8,8 x 12,8 cm,Gewicht: < 1 g",高x宽：8.8 x 12.8厘米，重量：<1克,,,https://id.smb.museum/object/2273960/hollengeld-brandopfergabe,https://recherche.smb.museum/images/51/5181709_1200x1200.jpg
Hosenbeinteil,裤腿部分,中国,,,Ethnologisches Museum,民族博物馆,Höhe x Breite: 23 x 60 cm,高x宽：23 x 60厘米,(Frauen-)Hosenbein mit Stickerei (geometrisches Muster).,刺绣女式裤腿（几何图案）。,https://id.smb.museum/object/188168/hosenbeinteil,https://recherche.smb.museum/images/15/1535981_1200x1200.jpg
Drachenrobe,龙袍,中国,"Stickerei auf Seide, Metallfäden, vergoldete Bronzeknöpfe",丝绸、金属线、镀金青铜纽扣上的刺绣,Museum für Asiatische Kunst,亚洲艺术博物馆,"Länge x Breite: max. 137 x 220,5 cm","长x宽：最大137 x 220,5厘米",[SM8HF],[SM8HF],https://id.smb.museum/object/2546100/drachenrobe,https://recherche.smb.museum/images/57/5795561_1200x1200.jpg
Bleibendes Aroma der Flüsse Yuan und Li,袁、澧水的永恒香气,中国,"Album, Tusche auf Papier",相簿，纸上油墨,Museum für Asiatische Kunst,亚洲艺术博物馆,"Bildmaß: 20 x 25,3 cm (je),Höhe x Breite x Tiefe: 34,2 x 27,7 x 4 cm (mit Textilumschlag),Gewicht: < 2 kg",图片尺寸：20 x 25.3厘米（每个），高x宽x深：34.2 x 27.7 x 4厘米（带织物封面），重量：<2公斤,,,https://id.smb.museum/object/2266684/bleibendes-aroma-der-flusse-yuan-und-li,https://recherche.smb.museum/images/56/5691588_1200x1200.jpg
Porträt des Daktana (chin. Daketana),达克塔纳肖像（中国达克塔纳）,中国,"Fragment einer Querrolle, Tusche und Farbe auf Papier",一个十字辊的碎片，纸上的墨水和油漆,Museum für Asiatische Kunst,亚洲艺术博物馆,Objektmaß: 30 cm,物体尺寸：30厘米,,,https://id.smb.museum/object/1909000/portrat-des-daktana-chin--daketana,https://recherche.smb.museum/images/45/4543118_1200x1200.jpg
"""Der Pfirsichblütenquell""",《桃花源》,中国,"Fächerblatt, Tusche und Farben auf Papier",扇形纸、油墨和纸上油墨,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite: 18,8 x 58,1 cm",高x宽：18.8 x 58.1厘米,[SM8HF],[SM8HF],https://id.smb.museum/object/2264677/der-pfirsichblutenquell,https://recherche.smb.museum/images/51/5192037_1200x1200.jpg
Zauberdolch,魔法匕首,中国,Metall (graviert) ; Horn,金属（雕刻）；喇叭,Ethnologisches Museum,民族博物馆,"Länge x Breite: 38 x 8 cm (max. B.),Gewicht: 208 g",长x宽：38 x 8厘米（最大B.），重量：208克,Eintrag auf Karteikarte: arabische Schriftzeichen + perixun ning (nisig?) qilici,索引卡上的条目：阿拉伯文字jeperixunning（nisig？）qilici,https://id.smb.museum/object/193235/zauberdolch,https://recherche.smb.museum/images/11/1191698_1200x1200.jpg
Guanyin mit Kind (guanyin ji ying'er 觀音及嬰兒),观音密宗觀音及嬰兒),中国,Bronze,青铜,Ethnologisches Museum,民族博物馆,"Objektmaß: 15 x 10,3 x 8 cm","物体尺寸：15 x 10,3 x 8厘米",,,https://id.smb.museum/object/1025039/guanyin-mit-kind-guanyin-ji-yinger-%E8%A7%80%E9%9F%B3%E5%8F%8A%E5%AC%B0%E5%85%92,https://recherche.smb.museum/images/25/2510873_1200x1200.jpg
Oktogonale Deckeldose mit Dekor einer Gartenszene,八角形盖盒，装饰花园场景,中国,"Schwarzlack mit Goldmalerei und Ölfarben, Flechtwerk",黑漆配金漆和油画，编织,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite: 12,3 x 37,7 cm","高x宽：12,3 x 37,7厘米",,,https://id.smb.museum/object/2015766/oktogonale-deckeldose-mit-dekor-einer-gartenszene,https://recherche.smb.museum/images/49/4945334_1200x1200.jpg
Erdgeister,地球精神,中国,Aquarell auf Papier,纸上水彩,Ethnologisches Museum,民族博物馆,"Blattmaß: 46,6 x 36,2 cm",床单尺寸：46.6 x 36.2厘米,,,https://id.smb.museum/object/1066877/erdgeister,https://recherche.smb.museum/images/25/2590994_1200x1200.jpg
A Man with a Raree-Show.,一个有稀有表演的男人。,中国,"Papier, Druck, Nachdruck einer Radierung, auf Karton montiert",纸张，印刷，蚀刻的重印，安装在硬纸板上,Museum Europäischer Kulturen,欧洲文化博物馆,"Höhe x Breite: 35,5 x 25,5 cm (Druck)",高x宽：35.5 x 25.5厘米（打印）,"Hochformat. Der Nachdruck einer Radierung von 1799 zeigt unter einem Sonnenschirm auf einer hölzernen Fußbank stehenden Chinesen mit rasiertem Kopf, der die Strippen seines vor ihm auf einem Holzbock stehenden Guckkastens zieht. Hinter ihm steht ein hölzerner Klapphocker mit Tuchbespannung. Der Guckkasten ist seitlich mit zwei Phönixen verziert und besitzt, durch Aufbauten erhöht, Gucklöcher für alle Körpergrößen. Ein kleiner, chinesischer Junge mit rasiertem Kopf und zwei Hinterkopfzöpfen blickt in den Kasten. Bildtitel auf Blattrückseite montiert. Blatt auf Karton montiert.",肖像1799年的一幅版画重印显示，一名剃光头的中国男子站在木脚凳上的阳伞下，拉着他面前一块木头上的表盒条。它后面是一个木制折叠凳，上面盖着布。窥视孔侧面装饰有两个凤凰，并通过上部结构增加了各种体型的窥视孔。一个剃光头、两只后脑勺的中国小男孩看着盒子。图片标题安装在页面背面。安装在纸板上的薄板。,https://id.smb.museum/object/529858/a-man-with-a-raree-show,https://recherche.smb.museum/images/52/5287528_1200x1200.jpg
IKEA.,宜家。,中国,"Pappe, bedruckt",印制纸板,Museum Europäischer Kulturen,欧洲文化博物馆,Länge x Breite x Höhe: 5 x 5 x 19 cm,长x宽x高：5 x 5 x 19厘米,"Rechteckige, weiße Pappschachtel, schwarz bedruckt mit einer stilisierten Energiesparlampe und Aufschrift ""IKEA/ 15 W/ Design and Quality IKEA of Sweden/ Made in China"".",矩形白色纸箱，黑色印有风格化的节能灯，并刻有“宜家/15W/瑞典宜家设计与质量/中国制造”字样。,https://id.smb.museum/object/1964548/ikea,https://recherche.smb.museum/images/48/4821378_1200x1200.jpg
Mütze für Frauen,女式帽子,中国,Baumwolle; Gewebe (Kattun); Seide,棉组织（kattun）；丝,Ethnologisches Museum,民族博物馆,"Höhe x Breite x Tiefe: 12,5 x 17 x 17 cm,Umfang: 54 cm,Transportmaß: Transportmaß: siehe I B 1750 a Sammelverpackung  cm,Gewicht: < 2 kg",高x宽x深：12.5 x 17 x 17 cm，范围：54 cm，运输尺寸：运输尺寸：见I B 1750 a集体包装cm，重量：<2 kg,"Frauenmütze im Haus getragen (capak bürk)
Material der Mütze: Baumwollköper, Baumwollstoff, Kattun; Material der Verzierung: Seide.
Die 4 Außenteile wurden nach dem Besticken mit den entsprechenden Innenteilen an den Seitenkanten rechts und links durch Vorstiche zusammengenäht, so dass nach dem Umkrempeln die bestickte Seite nach außen kam. Der Innenstoff ist durch Reisstärke etwas versteift. Die Muster der Mütze scheinen auf pflanzlichen Motiven zu beruhen, jedoch fällt es nicht schwer, in der oberen Figur noch einen Vogel mit hochgestellten Schwingen zu sehen, wobei die Spirale den Kopf und der Rhombus den Körper darstellen.

Veröffentlicht in ""Mützen aus Zentralasien und Persien"", Abb. 97.",在家里戴的女式帽子（capak burk）,https://id.smb.museum/object/188878/mutze-fur-frauen,https://recherche.smb.museum/images/13/1335347_1200x1200.jpg
Miniaturgefäß (Gefäßkeramik),微型器皿（器皿陶瓷）,中国,"Steinzeug, mit Applikation, transparente gelbliche, grüne und braune Glasur",石器，有应用，透明的黄、绿、褐色釉料,Museum für Islamische Kunst,伊斯兰艺术博物馆,"Höhe: 5,3 cm,Durchmesser: 6,3 cm",高：5.3厘米，直径：6.3厘米,Miniaturgefäß in Vasenform mit einer applizierten Blüte. Ähnliche Gefäße wurden in Samarra (Irak) ausgegraben und dokumentieren die Handelsbeziehungen zwischen dem ʿabbasidischen Kalifenreich und China im 9. Jahrhundert.,有贴花的微型花瓶。类似的船只在萨马拉（伊拉克）被挖掘出来，并记录了9世纪阿拔斯哈里发帝国与中国之间的贸易关系。在19世纪。,https://id.smb.museum/object/1520928/miniaturgefass-gefasskeramik,https://recherche.smb.museum/images/43/4343849_1200x1200.jpg
Höllengeld (Brandopfergabe),地狱的钱（燔祭）,中国,"Papier, Pigmente",纸、颜料,Ethnologisches Museum,民族博物馆,"Höhe x Breite: 8,8 x 12,8 cm,Gewicht: < 1 g",高x宽：8.8 x 12.8厘米，重量：<1克,,,https://id.smb.museum/object/2273961/hollengeld-brandopfergabe,https://recherche.smb.museum/images/51/5181711_1200x1200.jpg
Hosenbeinteil,裤腿部分,中国,"Tambourierarbeit: Grundgewebe: Mohair (Ziegenhaar), Gerberwolle (Stickerei)",鼓制品：基本面料：马海毛（山羊毛）、制革羊毛（刺绣）,Ethnologisches Museum,民族博物馆,Höhe x Breite: 35 x 65 cm,高x宽：35 x 65厘米,Hosenbein (bildet mit I B 4218b ein Paar),裤腿（搭配I B 4218b）,https://id.smb.museum/object/188171/hosenbeinteil,https://recherche.smb.museum/images/15/1536822_1200x1200.jpg
Porträt des Generals Baketanbu,贝克坦布将军肖像,中国,Tusche und Farben auf Seide,丝绸上的墨水和颜色,Museum für Asiatische Kunst,亚洲艺术博物馆,Höhe x Breite: 170 x 85 cm (lt. KK),高x宽：170 x 85厘米（根据KK）,,,https://id.smb.museum/object/2287303/portrat-des-generals-baketanbu,https://recherche.smb.museum/images/52/5214574_1200x1200.jpg
Neun Gesänge,九首歌,中国,"Album, Tusche und Farben auf Seide",相册，丝绸上的墨水和颜色,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite: 34,1 x 54,4 cm (Blatt a),Höhe x Breite: 34,2 x 58,9 cm (Blatt b),Höhe x Breite: 34,1 x 59,4 cm (Blatt c),Höhe x Breite: 34,3 x 59,4 cm (Blatt d),Höhe x Breite: 34,2 x 59,1 cm (Blatt e),Höhe x Breite: 34,1 x 58,1 cm (Blatt f),Höhe x Breite: 34,2 x 59,2 cm (Blatt g),Höhe x Breite: 34,1 x 58,9 cm (Blatt h),Höhe x Breite: 34,2 x 52,6 cm (Blatt i),Gewicht: 7,8 kg (mit Schutzumschlag),Höhe x Breite x Tiefe: 42,8 x 66,4 x 4,6 cm (Karton-Schutzumschlag)",高x宽：34.1 x 54.4厘米宽x宽x宽×宽：42.8 x 66 x 66 x 4厘米（纸箱保护信封）,,,https://id.smb.museum/object/2266763/neun-gesange,https://recherche.smb.museum/images/56/5691348_1200x1200.jpg
Kalligrafie,书法,中国,"Fächerblatt, Tusche auf Papier",扇形纸，纸上有墨水,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite: 17,8 x 54,3 cm",高x宽：17.8 x 54.3厘米,,,https://id.smb.museum/object/2266418/kalligrafie,https://recherche.smb.museum/images/51/5195147_1200x1200.jpg
Kalligrafie,书法,中国,"Fächerblatt, Tusche auf Papier",扇形纸，纸上有墨水,Museum für Asiatische Kunst,亚洲艺术博物馆,"Höhe x Breite: 16,7 x 52,2 cm",高x宽：16.7 x 52.2厘米,,,https://id.smb.museum/object/2265577/kalligrafie,https://recherche.smb.museum/images/51/5192075_1200x1200.jpg
Miao-Buch,苗书,中国,Holz; Tusche auf Papier,木材纸上的墨水,Ethnologisches Museum,民族博物馆,"Objektmaß: 31,5 x 27 x 6 cm",物体尺寸：31.5 x 27 x 6厘米,,,https://id.smb.museum/object/139718/miao-buch,https://recherche.smb.museum/images/81/810182_1200x1200.jpg
Tempelfigur des Shennong 神農,神农庙像,中国,Holz,木材,Ethnologisches Museum,民族博物馆,"Höhe x Breite: 19,5 x 5,5 cm",高x宽：19.5 x 5.5厘米,Figur stellt Shen nong dar.,人物是神农。,https://id.smb.museum/object/137476/tempelfigur-des-shennong-%E7%A5%9E%E8%BE%B2,https://recherche.smb.museum/images/86/865128_1200x1200.jpg
